year	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
1975	0.00029230432119220495	0.0016618325607851148	0.0009835658129304647	0.0007560330559499562	0.0005635350826196373	0.0005260872421786189	0.0004005650116596371	0.0003284851845819503	0.00032021207152865827	0.00025692308554425836	0.00040883131441660225	0.00020163239969406277	0.00024732627207413316	0.00018413060752209276	0.00019106126273982227	0.00022573665773961693	0.00017865939298644662	0.00015601918858010322	0.0001681959256529808	0.00015549047384411097	0.00025895555154420435	0.00013874958676751703	0.00014287274098023772	0.00012792431516572833	0.00014495247160084546	0.00017702333570923656	0.00011575999815249816	0.00011303753854008391	0.00011668413208099082	0.00010463919170433655	0.00019604861154220998	9.725025302032009e-05	8.440738747594878e-05	7.820377504685894e-05	7.152261969167739e-05	8.990224887384102e-05	7.379434100585058e-05	7.05792335793376e-05	6.790818588342518e-05	6.33676681900397e-05	0.00012562214396893978	5.999834320391528e-05	6.193871377035975e-05	5.877672083443031e-05	6.0032940382370725e-05	7.545378321083263e-05	5.454611891764216e-05	5.4043728596298024e-05	6.110253161750734e-05	5.166529444977641e-05	0.00015285085828509182	4.90583224745933e-05	5.1873365009669214e-05	4.766347410622984e-05	4.8074740334413946e-05	5.7190369261661544e-05	4.692255606641993e-05	4.5779386709909886e-05	4.4641579734161496e-05	4.3643864046316594e-05	0.00010004336945712566	4.175612411927432e-05	4.288613854441792e-05	4.272533260518685e-05	4.484258533921093e-05	5.32592021045275e-05	4.1779268940445036e-05	4.088266723556444e-05	4.184724821243435e-05	4.055545650771819e-05	7.302370067918673e-05	3.917692811228335e-05	4.50840343546588e-05	4.188208913546987e-05	4.326622001826763e-05	6.403402949217707e-05	3.799989281105809e-05	3.890648440574296e-05	3.668666249723174e-05	3.4389846405247226e-05	7.308412023121491e-05	3.469318107818253e-05	3.4770171623677015e-05	3.3817286748671904e-05	3.441420994931832e-05	4.144474951317534e-05	3.383531657163985e-05	3.392302824067883e-05	3.5457731428323314e-05	3.2794236176414415e-05	6.638688500970602e-05	3.196341640432365e-05	3.271894820500165e-05	3.2168074540095404e-05	3.159722109558061e-05	4.2018040403490886e-05	3.347594611113891e-05	3.452287637628615e-05	3.3275671739829704e-05	3.6260043998481706e-05
1976	0.0002951444184873253	0.0016675578663125634	0.0009779579704627395	0.0007473203586414456	0.0005622436292469501	0.0005234651616774499	0.00039851554902270436	0.000329897302435711	0.0003193851443938911	0.0002573981473688036	0.0004049285198561847	0.00019625741697382182	0.0002472037449479103	0.0001829698885558173	0.00018924546020571142	0.00022516277385875583	0.00017780339112505317	0.00015444285236299038	0.00016621728718746454	0.00015485701442230493	0.0002603165921755135	0.0001393798884237185	0.00014097665552981198	0.00012920716835651547	0.00014553264190908521	0.00017766265955287963	0.00011667301441775635	0.00011320156772853807	0.00011676282156258821	0.00010575800843071193	0.00019779430294875056	9.696542838355526e-05	8.436503412667662e-05	7.810832175891846e-05	7.240603008540347e-05	8.982382860267535e-05	7.469533738913015e-05	7.076258771121502e-05	6.78804426570423e-05	6.415701500372961e-05	0.00012440014688763767	5.894548667129129e-05	6.14005111856386e-05	5.798917118227109e-05	5.9417398006189615e-05	7.43056953069754e-05	5.448472802527249e-05	5.371274528442882e-05	6.0698770539602265e-05	5.1431921747280285e-05	0.0001523979881312698	4.8444646381540224e-05	5.112737198942341e-05	4.702325531980023e-05	4.761797754326835e-05	5.6023742217803374e-05	4.709420682047494e-05	4.570322562358342e-05	4.5056880480842665e-05	4.382666156743653e-05	9.891812806017697e-05	4.121582969673909e-05	4.276214895071462e-05	4.255047315382399e-05	4.476812682696618e-05	5.35510407644324e-05	4.18263443862088e-05	4.0430411900160834e-05	4.09765743825119e-05	3.9704864320810884e-05	7.163263217080384e-05	3.831128924502991e-05	4.3956777517450973e-05	4.0770319174043834e-05	4.072600495419465e-05	6.256142660276964e-05	4.34240500908345e-05	3.999763066531159e-05	3.698913860716857e-05	3.470760930213146e-05	7.342363096540794e-05	3.4105341910617426e-05	3.4353557566646487e-05	3.3602318580960855e-05	3.425549584790133e-05	4.095253098057583e-05	3.349577309563756e-05	3.36951925419271e-05	3.515759817673825e-05	3.254959301557392e-05	6.560480687767267e-05	3.1781382858753204e-05	3.218682104488835e-05	3.15963443426881e-05	3.158762046950869e-05	4.153405097895302e-05	3.3529715437907726e-05	3.376449240022339e-05	3.3142663596663624e-05	3.5914494219468907e-05
1977	0.00027903541922569275	0.0016510658897459507	0.000974806200247258	0.0007464902009814978	0.0005608403007499874	0.0005245980573818088	0.00039776592166163027	0.0003296303912065923	0.0003206105320714414	0.00025962956715375185	0.0003999814507551491	0.00019283486471977085	0.00024178680905606598	0.0001806543004931882	0.00018671699217520654	0.00022073817672207952	0.00017563039727974683	0.00015203666407614946	0.0001642851420911029	0.00015114989946596324	0.000253585196333006	0.00013644580030813813	0.00013684282021131366	0.00012677394261118025	0.0001425676018698141	0.00017367818509228528	0.00011436182830948383	0.00011076101509388536	0.0001145576752605848	0.00010244640725431964	0.00019321960280649364	9.545105422148481e-05	8.227688522310928e-05	7.585238199681044e-05	7.057956099743024e-05	8.764844096731395e-05	7.260594429681078e-05	6.810330523876473e-05	6.586971721844748e-05	6.197894981596619e-05	0.0001222726859850809	5.8104877098230645e-05	6.079505692468956e-05	5.686025906470604e-05	5.819294892717153e-05	7.268915214808658e-05	5.2747454901691526e-05	5.229156158748083e-05	5.872741530765779e-05	4.976570562575944e-05	0.0001480972277931869	4.712187728728168e-05	5.0322883907938376e-05	4.58747090306133e-05	4.631739648175426e-05	5.58995598112233e-05	4.6031618694541976e-05	4.446066668606363e-05	4.357622310635634e-05	4.252513463143259e-05	9.708458674140275e-05	4.0467461076332256e-05	4.194547364022583e-05	4.19297102780547e-05	4.404370702104643e-05	5.2438736020121723e-05	4.0584272937849164e-05	3.939458474633284e-05	4.0310551412403584e-05	3.8688143831677735e-05	7.041546632535756e-05	3.7587687984341756e-05	4.3081621697638184e-05	4.004725633421913e-05	3.9732509321765974e-05	6.2077451730147e-05	4.308022835175507e-05	4.440643169800751e-05	3.629671482485719e-05	3.457024286035448e-05	7.222189742606133e-05	3.3556934795342386e-05	3.362831921549514e-05	3.2923500839388e-05	3.303544508526102e-05	4.0204860852099955e-05	3.288317020633258e-05	3.309153544250876e-05	3.456607009866275e-05	3.2053427275968716e-05	6.446749466704205e-05	3.114140054094605e-05	3.1945652153808624e-05	3.127397576463409e-05	3.0656072340207174e-05	4.1096027416642755e-05	3.285721322754398e-05	3.33471798512619e-05	3.248498614993878e-05	3.625407043728046e-05
1978	0.0002790102444123477	0.0016690255142748356	0.0009811690542846918	0.0007510273135267198	0.0005676305154338479	0.0005274146678857505	0.00040234869811683893	0.00033242630888707936	0.00032212334917858243	0.0002612933749333024	0.00040478716255165637	0.00019562970555853099	0.000245744246058166	0.0001851932320278138	0.00019024380890186876	0.00022528655244968832	0.00017893647600430995	0.00015445161261595786	0.00016668453463353217	0.00015427776088472456	0.00025757745606824756	0.00013804330956190825	0.00013879116158932447	0.00012710360169876367	0.00014375997125171125	0.00017626986664254218	0.00011658283619908616	0.00011289786198176444	0.00011593553790589795	0.00010472051508259028	0.00019504585361573845	9.813438373384997e-05	8.323758811457083e-05	7.715651736361906e-05	7.129579171305522e-05	8.772103319643065e-05	7.383161573670805e-05	6.958065205253661e-05	6.708101864205673e-05	6.35027899988927e-05	0.00012492235691752285	5.874883208889514e-05	6.088106965762563e-05	5.853100446984172e-05	5.954249354545027e-05	7.467612158507109e-05	5.366000550566241e-05	5.3423169447341934e-05	6.029561336617917e-05	5.1249702664790675e-05	0.00014917290536686778	4.7901205107336864e-05	5.0536666094558313e-05	4.679695121012628e-05	4.701775833382271e-05	5.636784771922976e-05	4.68152757093776e-05	4.529827128862962e-05	4.439672557055019e-05	4.3870826630154625e-05	9.916190174408257e-05	4.101707963855006e-05	4.2055595258716494e-05	4.191495827399194e-05	4.447895480552688e-05	5.368451456888579e-05	4.1752562538022175e-05	4.0692513721296564e-05	4.097722558071837e-05	3.894164910889231e-05	7.120439840946347e-05	3.7866939237574115e-05	4.381882899906486e-05	3.9979247958399355e-05	4.0206698031397536e-05	6.0859536461066455e-05	4.06183025916107e-05	4.445765443961136e-05	4.218226240482181e-05	3.526469299686141e-05	7.290578651009127e-05	3.379074769327417e-05	3.426625698921271e-05	3.3556887501617894e-05	3.384732553968206e-05	4.0860177250579e-05	3.319911047583446e-05	3.351726263645105e-05	3.47809364029672e-05	3.23156600643415e-05	6.541123730130494e-05	3.162598659400828e-05	3.211409421055578e-05	3.179754639859311e-05	3.1139483326114714e-05	4.141402314417064e-05	3.3184678613906726e-05	3.382304566912353e-05	3.3010142942657694e-05	3.654852116596885e-05
1979	0.00029759062454104424	0.001728211180306971	0.0010057245381176472	0.0007714771199971437	0.0005803069216199219	0.0005364037351682782	0.0004108376451767981	0.00033756232005544007	0.0003293743066024035	0.000268678879365325	0.00041464102105237544	0.00020535003568511456	0.00025233865017071366	0.00018946515046991408	0.00019469886319711804	0.00022824786719866097	0.00018397769599687308	0.00015854096272960305	0.00017073750495910645	0.00015628030814696103	0.0002649775124154985	0.00014254478446673602	0.00014392432058230042	0.00013140005466993898	0.00015040086873341352	0.00017964189464692026	0.00011975183588219807	0.00011568852642085403	0.00011960652773268521	0.00010858193854801357	0.00020248584041837603	0.00010070420103147626	8.629845251562074e-05	7.960018410813063e-05	7.347673090407625e-05	8.978406549431384e-05	7.550683949375525e-05	7.150978490244597e-05	6.924625631654635e-05	6.484596087830141e-05	0.00013095508620608598	6.1224760429468e-05	6.36887998552993e-05	6.037676575942896e-05	6.080407547415234e-05	7.7064149081707e-05	5.617323040496558e-05	5.548622357309796e-05	6.183160439832136e-05	5.2967414376325905e-05	0.0001550977467559278	4.8878267989493906e-05	5.230116221355274e-05	4.798787631443702e-05	4.900767817161977e-05	5.7707791711436585e-05	4.85304590256419e-05	4.6718752855667844e-05	4.557859938358888e-05	4.480590723687783e-05	0.00010192760964855552	4.221930430503562e-05	4.3758944229921326e-05	4.3332736822776496e-05	4.6313085476867855e-05	5.477514423546381e-05	4.182556222076528e-05	4.098110002814792e-05	4.1753126424737275e-05	3.966626536566764e-05	7.258434925461188e-05	3.855194881907664e-05	4.4619966502068564e-05	4.063571759616025e-05	4.111183079658076e-05	6.325905997073278e-05	4.1895564208971336e-05	4.486089528654702e-05	4.583034751703963e-05	4.489578714128584e-05	7.809719681972638e-05	3.5749151720665395e-05	3.544815626810305e-05	3.510233364067972e-05	3.517012737574987e-05	4.2220850446028635e-05	3.3762546081561595e-05	3.411123907426372e-05	3.504756750771776e-05	3.253692921134643e-05	6.755490903742611e-05	3.17425983666908e-05	3.250269946875051e-05	3.2059931982075796e-05	3.1961222703102976e-05	4.278330743545666e-05	3.3852647902676836e-05	3.4318160032853484e-05	3.364285657880828e-05	3.687230127980001e-05
1980	0.0003055622801184654	0.0017047791043296456	0.0009953518165275455	0.0007666017045266926	0.000571826531086117	0.0005352349835447967	0.00040680263191461563	0.00033314613392576575	0.0003212244773749262	0.00026389179402031004	0.0004146172432228923	0.00019586652342695743	0.0002492637140676379	0.0001862978533608839	0.000191337734577246	0.00022654409985989332	0.00018065144831780344	0.00015506212366744876	0.0001658923865761608	0.00015455340326298028	0.0002615138946566731	0.00013778680295217782	0.00013826364011038095	0.00012719028745777905	0.00014630574150942266	0.00017758592730388045	0.0001152731929323636	0.00011259278835495934	0.00011528382310643792	0.00010448303510202095	0.00019956697360612452	9.687202691566199e-05	8.438550139544532e-05	7.811978866811842e-05	7.189116149675101e-05	8.809331484371796e-05	7.375493441941217e-05	7.00163291185163e-05	6.739078526152298e-05	6.32167502772063e-05	0.00012680039799306542	5.9031881392002106e-05	6.185084930621088e-05	5.857607538928278e-05	5.9461664932314306e-05	7.551462476840243e-05	5.4292104323394597e-05	5.3462459618458524e-05	6.045892951078713e-05	5.1416536734905094e-05	0.00015333257033489645	4.833279672311619e-05	5.078378308098763e-05	4.6914854465285316e-05	4.787200305145234e-05	5.657286965288222e-05	4.725833423435688e-05	4.526011616690084e-05	4.447449100553058e-05	4.382786210044287e-05	0.00010071580618387088	4.096964039490558e-05	4.2547399061731994e-05	4.2257477616658434e-05	4.5439879613695666e-05	5.351146319299005e-05	4.138533040531911e-05	4.002420246251859e-05	4.073848685948178e-05	3.889704748871736e-05	7.167388685047626e-05	3.747780283447355e-05	4.401065962156281e-05	4.001184061053209e-05	3.9609596569789574e-05	6.185909296618775e-05	4.0062583138933405e-05	4.3064570490969345e-05	4.0564358641859144e-05	4.0173388697439805e-05	7.897914474597201e-05	3.448427014518529e-05	3.4553442674223334e-05	3.3836124202935025e-05	3.407725307624787e-05	4.1152441554004326e-05	3.360496702953242e-05	3.3579814044060186e-05	3.497477155178785e-05	3.201311483280733e-05	6.7314671468921e-05	3.200335777364671e-05	3.229935100534931e-05	3.13873024424538e-05	3.089094752795063e-05	4.22657176386565e-05	3.317127993796021e-05	3.3121621527243406e-05	3.308736268081702e-05	3.681252565002069e-05
1981	0.00028941614436917007	0.0017395163886249065	0.001013278029859066	0.0007706736214458942	0.0005823567043989897	0.0005390270380303264	0.0004075916367582977	0.0003397741529624909	0.0003281583485659212	0.0002644096966832876	0.00042286585085093975	0.00019807706121355295	0.00025008717784658074	0.00018767057918012142	0.00019237840024288744	0.000228700038860552	0.0001815967698348686	0.0001551396126160398	0.00016575161134824157	0.0001534684852231294	0.00026354743749834597	0.00013748522906098515	0.0001390050892950967	0.00012743142724502832	0.00014613564417231828	0.00017613625095691532	0.00011631807865342125	0.00011322974023642018	0.00011566825560294092	0.00010468888649484143	0.0002012159675359726	9.712395694805309e-05	8.651304233353585e-05	7.712290243944153e-05	7.266835746122524e-05	8.949268521973863e-05	7.447325333487242e-05	7.123969407984987e-05	6.726662832079455e-05	6.340679829008877e-05	0.00012857894762419164	5.940930714132264e-05	6.18074118392542e-05	5.873420013813302e-05	5.958132533123717e-05	7.608560554217547e-05	5.455151040223427e-05	5.4254152928479016e-05	6.047880742698908e-05	5.128855991642922e-05	0.0001546274434076622	4.8033387429313734e-05	5.088228499516845e-05	4.6725745050935075e-05	4.752727545564994e-05	5.6727461924310774e-05	4.6757944801356643e-05	4.549049481283873e-05	4.524478572420776e-05	4.4226719182915986e-05	0.00010132695751963183	4.1140108805848286e-05	4.277428888599388e-05	4.2919942643493414e-05	4.576084029395133e-05	5.3516159823630005e-05	4.115048432140611e-05	4.038763654534705e-05	4.0378559788223356e-05	3.8811809645267203e-05	7.189189636847004e-05	3.717266008607112e-05	4.269735291018151e-05	3.894039036822505e-05	3.904412005795166e-05	6.075995770515874e-05	3.955455758841708e-05	4.2557967390166596e-05	4.091644223080948e-05	4.0225775592261925e-05	8.407884888583794e-05	3.824258965323679e-05	3.554907380021177e-05	3.4466178476577625e-05	3.445018592174165e-05	4.215796070639044e-05	3.368388206581585e-05	3.358382673468441e-05	3.5250632208772004e-05	3.24373941111844e-05	6.85721097397618e-05	3.1537969334749505e-05	3.214954267605208e-05	3.1459523597732186e-05	3.10845862259157e-05	4.220614937366918e-05	3.2879110221983865e-05	3.3372041798429564e-05	3.4047152439597994e-05	3.633742016972974e-05
1982	0.00029228845960460603	0.0017310749972239137	0.0010053581790998578	0.00076695327879861	0.0005813995376229286	0.0005378974019549787	0.00040711695328354836	0.00033479134435765445	0.00032194898813031614	0.00026321393670514226	0.0004314752877689898	0.00019964310922659934	0.00025153366732411087	0.000189265250810422	0.00019285093003418297	0.00023178651463240385	0.00018317581270821393	0.0001556531060487032	0.00016679901455063373	0.00015291916497517377	0.00026741353212855756	0.00013759949069935828	0.0001376003201585263	0.00012648581468965858	0.0001459653867641464	0.0001773250405676663	0.0001144811394624412	0.0001114008846343495	0.00011467868171166629	0.00010452501010149717	0.0002019429230131209	9.964788478100672e-05	8.569239435018972e-05	7.822349289199337e-05	7.304571772692725e-05	9.060754382517189e-05	7.440039189532399e-05	7.136104977689683e-05	6.803903670515865e-05	6.400331039912999e-05	0.0001300531002925709	6.101066537667066e-05	6.29922651569359e-05	5.990146746626124e-05	6.0015940107405186e-05	7.720314170001075e-05	5.497847087099217e-05	5.4424490372184664e-05	6.124209176050499e-05	5.1711624109884724e-05	0.00015732455358374864	4.8327823606086895e-05	5.13849408889655e-05	4.659149999497458e-05	4.803440970135853e-05	5.7347708207089454e-05	4.716717739938758e-05	4.5973465603310615e-05	4.452249777386896e-05	4.436442395672202e-05	0.00010359496081946418	4.20958167524077e-05	4.3182491936022416e-05	4.2794850742211565e-05	4.56988527730573e-05	5.435093044070527e-05	4.1270941437687725e-05	4.0362385334447026e-05	4.056240140926093e-05	3.8869675336172804e-05	7.209397153928876e-05	3.7473881093319505e-05	4.253800943843089e-05	3.8705406041117385e-05	3.840165663859807e-05	6.086127177695744e-05	3.922942414646968e-05	4.1668088670121506e-05	3.930980165023357e-05	3.860849392367527e-05	8.210320811485872e-05	4.0720682591199875e-05	4.3036401621066034e-05	3.557638410711661e-05	3.550840119714849e-05	4.274319144315086e-05	3.385472882655449e-05	3.35230834025424e-05	3.4143184166168794e-05	3.2105592254083604e-05	6.963298801565543e-05	3.178510451107286e-05	3.2123567507369444e-05	3.179027044097893e-05	3.156400998705067e-05	4.30188410973642e-05	3.3007952879415825e-05	3.321706390124746e-05	3.447234848863445e-05	3.655457840068266e-05
1983	0.0002896512160077691	0.0017441613599658012	0.0010042495559901	0.0007652082131244242	0.000582956476137042	0.0005366322584450245	0.00040964296204037964	0.00033476651879027486	0.00032273601391352713	0.000262497371295467	0.0004216405504848808	0.00019533162412699312	0.000252310826908797	0.0001876291644293815	0.00019248668104410172	0.0002278937608934939	0.00018249826098326594	0.00015507284842897207	0.00016585871344432235	0.00015147823432926089	0.00026376929599791765	0.00013749435311183333	0.00013776030391454697	0.00012536831491161138	0.00014465951244346797	0.00017363124061375856	0.00011405917757656425	0.00011076543160015717	0.00011378379713278264	0.00010292146180290729	0.00019909144612029195	9.57163647399284e-05	8.42091249069199e-05	7.709414785495028e-05	7.176373765105382e-05	8.834788604872301e-05	7.339254807448015e-05	6.991474219830707e-05	6.638897320954129e-05	6.249969737837091e-05	0.00012723598047159612	5.916721420362592e-05	6.133413990028203e-05	5.8400077250553295e-05	5.8492405514698476e-05	7.493765588151291e-05	5.430768214864656e-05	5.352127845981158e-05	6.000440043862909e-05	5.1711023843381554e-05	0.00015444039308931679	4.738258576253429e-05	5.046056321589276e-05	4.6462704631267115e-05	4.700102363131009e-05	5.604026227956638e-05	4.683884617406875e-05	4.516427361522801e-05	4.413239366840571e-05	4.305274342186749e-05	0.00010004861542256549	4.056948819197714e-05	4.182857810519636e-05	4.1530915041221306e-05	4.504645403358154e-05	5.297874304233119e-05	4.0297716623172164e-05	3.933829430025071e-05	4.0010694647207856e-05	3.776388257392682e-05	7.2017042839434e-05	3.660535003291443e-05	4.2177220166195184e-05	3.8030633731978014e-05	3.779980761464685e-05	5.93376207689289e-05	3.827871842077002e-05	4.0700353565625846e-05	3.899466901202686e-05	3.78515942429658e-05	8.0965954111889e-05	3.7354620872065425e-05	3.9348531572613865e-05	4.389434616314247e-05	3.5769367968896404e-05	4.177398295723833e-05	3.3831856853794307e-05	3.3200405596289784e-05	3.365462544024922e-05	3.179539635311812e-05	6.84615588397719e-05	3.176067184540443e-05	3.17315680149477e-05	3.11868243443314e-05	3.0898998375050724e-05	4.209974576951936e-05	3.280720193288289e-05	3.3173710107803345e-05	3.545022991602309e-05	3.59763071173802e-05
1984	0.0002914051874540746	0.0017683417536318302	0.0010036601452156901	0.000763312098570168	0.0005793835152871907	0.0005373216117732227	0.0004045692039653659	0.00033016433008015156	0.00032053919858299196	0.0002591970842331648	0.00042478382238186896	0.00019409225205890834	0.0002521521528251469	0.00018559119780547917	0.00019135154434479773	0.00022705884475726634	0.00018129678210243583	0.0001535663614049554	0.00016419145686086267	0.00014965505397412926	0.00026231881929561496	0.0001357354922220111	0.0001349382073385641	0.00012416261597536504	0.00014311775157693774	0.00017287596710957587	0.0001123940382967703	0.00010943767847493291	0.00011253963748458773	0.00010133347677765414	0.0001984650152735412	9.625910024624318e-05	8.402133971685544e-05	7.623583223903552e-05	7.090397411957383e-05	8.768666157266125e-05	7.214897777885199e-05	6.926173955434933e-05	6.577403109986335e-05	6.218499765964225e-05	0.00012770814646501094	5.905007492401637e-05	6.031654993421398e-05	5.7286350056529045e-05	5.821925515192561e-05	7.448604446835816e-05	5.340913776308298e-05	5.287836029310711e-05	5.89719093113672e-05	5.0589515012688935e-05	0.0001547627616673708	4.715944669442251e-05	4.9967202357947826e-05	4.5507604227168486e-05	4.6307155571412295e-05	5.500786210177466e-05	4.5711400161962956e-05	4.3877607822651044e-05	4.292850644560531e-05	4.239546979079023e-05	0.0001011196945910342	4.05893697461579e-05	4.1202452848665416e-05	4.1367260564584285e-05	4.569783777697012e-05	5.250806134426966e-05	4.027293834951706e-05	3.922174801118672e-05	3.9028313040034845e-05	3.73438851966057e-05	7.130252924980596e-05	3.6042376450495794e-05	4.135859489906579e-05	3.711277531692758e-05	3.7002966564614326e-05	5.865265484317206e-05	3.7147623515920714e-05	3.9390135498251766e-05	3.75343079213053e-05	3.633281448855996e-05	8.117026300169528e-05	3.677449785755016e-05	3.8203332223929465e-05	4.105063999304548e-05	4.99071174999699e-05	4.3202933738939464e-05	3.335309156682342e-05	3.3167190849781036e-05	3.364108124515042e-05	3.154379010084085e-05	6.884906179038808e-05	3.114994615316391e-05	3.114787250524387e-05	3.065947748837061e-05	3.0397670343518257e-05	4.1772404074436054e-05	3.197210025973618e-05	3.241981175960973e-05	3.491810639388859e-05	3.539840326993726e-05
1985	0.0003046425408683717	0.0017781078349798918	0.0010071322321891785	0.0007669440237805247	0.0005858369404450059	0.0005364700336940587	0.0004074431490153074	0.0003335399378556758	0.0003219819627702236	0.00026324568898417056	0.0004215874942019582	0.000192954161320813	0.0002516986569389701	0.0001864079968072474	0.0001917891058837995	0.00022798951249569654	0.00018275283218827099	0.00015497082495130599	0.00016443520144093782	0.0001512886374257505	0.0002606788766570389	0.00013686723832506686	0.00013648223830386996	0.00012611050624400377	0.00014426505367737263	0.00017200761067215353	0.00011298165918560699	0.00010941544314846396	0.00011233839904889464	0.00010263020521961153	0.0001975950290216133	9.613883594283834e-05	8.499673276674002e-05	7.641615229658782e-05	7.149072916945443e-05	8.816242188913748e-05	7.269815978361294e-05	6.928791844984517e-05	6.62036836729385e-05	6.202982331160456e-05	0.00012735281779896468	5.861355384695344e-05	6.0911159380339086e-05	5.847730426467024e-05	5.804244210594334e-05	7.593470945721492e-05	5.479054743773304e-05	5.321473508956842e-05	5.9301375586073846e-05	5.059495379100554e-05	0.00015233077283482999	4.7581037506461143e-05	5.074800719739869e-05	4.632374839275144e-05	4.688956687459722e-05	5.564310777117498e-05	4.61664967588149e-05	4.444511796464212e-05	4.345868364907801e-05	4.31189764640294e-05	0.000101016579719726	4.103067476535216e-05	4.192743654130027e-05	4.164160418440588e-05	4.5816741476301104e-05	5.348960621631704e-05	4.035326492157765e-05	3.9005022699711844e-05	3.958508386858739e-05	3.7644542317138985e-05	7.069058483466506e-05	3.600662967073731e-05	4.122883910895325e-05	3.723269037436694e-05	3.7483452615560964e-05	5.872533074580133e-05	3.746573565877043e-05	3.9902693970361724e-05	3.7588652048725635e-05	3.6871610063826665e-05	8.033138874452561e-05	3.735158679774031e-05	3.767577072721906e-05	3.8608875911450014e-05	4.210441329632886e-05	5.694459468941204e-05	3.4456570574548095e-05	3.371724596945569e-05	3.432397352298722e-05	3.239365832996555e-05	6.888811913086101e-05	3.1859253795119e-05	3.2120613468578085e-05	3.160428968840279e-05	3.1019844755064696e-05	4.206605808576569e-05	3.2685697078704834e-05	3.286888386355713e-05	3.5143842978868634e-05	3.545706931618042e-05
1986	0.00028297517565079033	0.0017466936260461807	0.0009915631962940097	0.0007564721163362265	0.0005788014968857169	0.0005327599938027561	0.0004019539919681847	0.00033042969880625606	0.0003192526928614825	0.00026178339612670243	0.00042375019984319806	0.0001921658986248076	0.0002503739087842405	0.00018613823340274394	0.000191197483218275	0.00022798260033596307	0.00018208987603429705	0.00015303472173400223	0.00016384082846343517	0.00014990282943472266	0.00025993422605097294	0.0001361388131044805	0.0001346206699963659	0.00012496387353166938	0.00014336963067762554	0.0001708182826405391	0.00011220935266464949	0.00010929579002549872	0.00011199326399946585	0.00010138201469089836	0.00019704288570210338	9.628911357140169e-05	8.389842696487904e-05	7.587781146867201e-05	7.136741623980924e-05	8.73352910275571e-05	7.263546285685152e-05	6.943591870367527e-05	6.641189975198358e-05	6.240858056116849e-05	0.0001263520389329642	5.971870632492937e-05	6.139028118923306e-05	5.816190969198942e-05	5.8210753195453435e-05	7.460131018888205e-05	5.391713420976885e-05	5.362079173210077e-05	6.060963642084971e-05	5.094886364531703e-05	0.0001523867977084592	4.799077578354627e-05	5.071413761470467e-05	4.652459028875455e-05	4.727779014501721e-05	5.573920861934312e-05	4.649559559766203e-05	4.453458313946612e-05	4.3385451135691255e-05	4.289407661417499e-05	9.859652345767245e-05	4.0613766032038257e-05	4.114000694244169e-05	4.124442421016283e-05	4.482764779822901e-05	5.1674622227437794e-05	4.008977339253761e-05	3.886935883201659e-05	3.931914034183137e-05	3.7340523704187945e-05	6.952100375201553e-05	3.639781425590627e-05	4.121025267522782e-05	3.7139277992537245e-05	3.695960913319141e-05	5.768434130004607e-05	3.681221278384328e-05	3.9771508454578e-05	3.745236244867556e-05	3.623574957600795e-05	7.758597348583862e-05	3.622763688326813e-05	3.7481186154764146e-05	3.725301939994097e-05	3.851174551527947e-05	4.77967805636581e-05	5.203603359404951e-05	3.516256037983112e-05	3.469880175543949e-05	3.216356708435342e-05	6.83161269989796e-05	3.1546889658784494e-05	3.153308352921158e-05	3.1037394364830106e-05	3.089327583438717e-05	4.1723717004060745e-05	3.210609429515898e-05	3.2216383260674775e-05	3.504157211864367e-05	3.5954250051872805e-05
